Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-07-04,2,75000,750,4 out of 13,2,"Utkarsh CHS, Prabhadevi",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-08,3,350000,1663,19 out of 85,2,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-07-06,2,70000,660,Ground out of 6,2,Azad Nagar Colaba,Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-30,2,32000,700,Ground out of 7,2,"MUKTA MAHEK, Thakur Complex",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-23,1,22000,377,3 out of 23,1,"Srishti Elegance, Bhandup West",Mumbai,1,Bachelors/Family,2,Contact Owner
2022-06-04,2,35000,650,5 out of 6,2,Thakur Complex,Mumbai,2,Family,2,Contact Agent
2022-05-31,2,47000,650,5 out of 7,2,"117 Residency, Chembur East",Mumbai,1,Bachelors/Family,2,Contact Agent
2022-07-09,4,400000,2080,34 out of 46,2,"Indiabulls Blu, Worli",Mumbai,2,Bachelors/Family,5,Contact Agent
2022-06-08,2,31000,700,2 out of 8,1,"Sai Aasha Daya, Mulund East",Mumbai,2,Bachelors/Family,2,Contact Owner
2022-05-12,1,60000,430,1 out of 7,2,Bandra West,Mumbai,2,Bachelors/Family,1,Contact Agent
2022-06-16,2,58000,650,15 out of 24,2,"L&T Emerald Isle, Powai",Mumbai,1,Family,2,Contact Agent
2022-06-14,3,85000,890,4 out of 27,2,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-07-09,2,45000,965,19 out of 27,1,Bhakti Park,Mumbai,1,Bachelors/Family,2,Contact Agent
2022-07-02,1,7500,630,3 out of 12,1,"Sumit Greendale, Chikhal Dongari",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-05-14,4,250000,2100,35 out of 60,2,"Bombay Dyeing Two ICC, Dadar East",Mumbai,2,Bachelors/Family,4,Contact Agent
2022-07-09,3,150000,1100,9 out of 16,2,"Badrinath Tower, Amit Nagar",Mumbai,2,Family,3,Contact Agent
2022-06-29,2,80000,730,4 out of 6,2,Perry Rd,Mumbai,2,Bachelors/Family,2,Contact Owner
2022-05-18,3,75000,1380,9 out of 22,2,"Thakur Jewel, Thakur Village, Kandivali East",Mumbai,2,Bachelors/Family,3,Contact Agent
2022-06-17,3,66000,1100,17 out of 22,2,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,2,Bachelors/Family,3,Contact Agent
2022-07-09,1,45000,450,5 out of 7,2,Mahim West,Mumbai,2,Bachelors,1,Contact Agent
2022-07-04,1,22000,500,3 out of 4,1,"Madhugiri Society, Chembur",Mumbai,1,Bachelors/Family,1,Contact Owner
2022-07-09,3,65000,1100,9 out of 20,2,"Raheja Heights, Malad East",Mumbai,2,Bachelors,3,Contact Agent
2022-05-25,3,55000,868,9 out of 21,2,"Orchid Suburbia, Bander Pakhadi",Mumbai,1,Family,3,Contact Agent
2022-06-18,2,55000,750,6 out of 15,2,"Omkar Meridia, Bandra Kurla Complex",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-04-28,1,36000,540,2 out of 3,1,in Mahim West,Mumbai,1,Bachelors/Family,2,Contact Owner
2022-06-16,4,230000,2100,21 out of 33,2,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",Mumbai,2,Family,5,Contact Agent
2022-07-06,1,22000,450,4 out of 7,2,Charkop Sector 6,Mumbai,2,Family,2,Contact Agent
2022-05-31,3,170000,1600,25 out of 52,2,"Crescent Bay Callisto, Parel",Mumbai,2,Family,4,Contact Agent
2022-04-28,1,34000,560,3 out of 7,1,Serenity Complex,Mumbai,2,Bachelors,2,Contact Owner
2022-06-02,1,45000,500,2 out of 3,2,"Irla, Vile Parle West",Mumbai,1,Bachelors,1,Contact Agent
2022-05-23,1,14000,305,2 out of 24,2,Kandivali West,Mumbai,1,Bachelors/Family,1,Contact Agent
2022-06-09,3,75000,970,1 out of 3,2,"Paras Building, Sion East",Mumbai,2,Bachelors/Family,2,Contact Owner
2022-06-04,1,7000,480,4 out of 4,2,Taloja Phase 2,Mumbai,1,Bachelors/Family,1,Contact Owner
2022-05-31,2,55000,720,1 out of 6,2,"diamond garden, Chembur East",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-07-09,2,55000,950,7 out of 10,2,"Valentine Apartments, Gokuldham",Mumbai,2,Family,2,Contact Agent
2022-06-27,4,700000,3200,24 out of 24,2,"Lady Ratan Tower, Worli",Mumbai,2,Bachelors/Family,4,Contact Agent
2022-06-16,3,140000,1450,18 out of 33,2,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,2,Family,3,Contact Agent
2022-06-23,2,42000,774,10 out of 20,2,"Lokhandwala Octacrest, Lokhandwala Twp",Mumbai,2,Family,2,Contact Agent
2022-06-23,1,27000,450,2 out of 3,1,Andheri West,Mumbai,1,Family,1,Contact Agent
2022-06-09,3,60000,1000,1 out of 10,2,Malad West,Mumbai,2,Bachelors,3,Contact Agent
2022-06-23,1,17000,340,1 out of 8,1,Goregaon East,Mumbai,2,Bachelors/Family,1,Contact Owner
2022-05-26,1,30000,430,14 out of 23,2,"Sindhi Society, Chembur",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-05-31,2,45000,722,4 out of 7,2,"Alpine Apartments, Chembur East",Mumbai,1,Bachelors/Family,2,Contact Agent
2022-06-25,3,90000,1152,12 out of 21,2,"Kabra Metro One, Seven Bungalows",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-04-28,1,25000,641,3 out of 8,1,Borivali West,Mumbai,1,Bachelors/Family,1,Contact Owner
2022-06-14,2,70000,810,4 out of 11,2,"Vintage Pearl Apartment, Bandra West",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-04,2,90000,800,5 out of 6,2,Vile Parle West,Mumbai,2,Family,2,Contact Agent
2022-07-07,2,110000,875,12 out of 14,2,Bandra West,Mumbai,1,Bachelors/Family,2,Contact Agent
2022-05-04,2,20000,700,8 out of 22,1,"Man Opus, Mira Road",Mumbai,1,Family,2,Contact Owner
2022-06-15,1,35000,420,Ground out of 3,1,in Andheri West,Mumbai,2,Bachelors/Family,1,Contact Owner
2022-06-23,3,80000,1400,1 out of 2,2,Ghatkopar,Mumbai,2,Bachelors/Family,3,Contact Owner
2022-05-13,2,54500,758,12 out of 24,2,"L&T Emerald Isle, Chandivali",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-07,4,350000,2880,45 out of 60,2,"Lodha World Crest, Lower Parel",Mumbai,1,Bachelors,5,Contact Agent
2022-06-20,1,45000,480,7 out of 7,2,Seven Bungalows,Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-17,1,38000,550,6 out of 10,2,Sion East,Mumbai,1,Bachelors,2,Contact Agent
2022-07-07,2,90000,900,60 out of 71,2,"Lodha Venezia, Parel",Mumbai,2,Bachelors,2,Contact Agent
2022-05-27,1,22000,400,8 out of 22,1,Bhoiwada,Mumbai,1,Bachelors/Family,1,Contact Owner
2022-07-09,2,70000,760,9 out of 22,2,"L&T Emerald Isle, Powai",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-07,4,380000,2800,36 out of 81,2,"World One Tower Mumbai, Worli",Mumbai,1,Bachelors,5,Contact Agent
2022-06-20,1,50000,400,10 out of 22,2,"Hiranandani Regent Hill, Hiranandani Gardens",Mumbai,2,Bachelors/Family,1,Contact Agent
2022-07-07,4,680000,1962,18 out of 20,2,Khar West,Mumbai,2,Bachelors/Family,5,Contact Agent
2022-07-09,3,140000,1100,6 out of 12,2,Waterfield Road,Mumbai,2,Bachelors/Family,3,Contact Agent
2022-05-27,2,40000,800,1 out of 3,1,in Borivali West,Mumbai,2,Bachelors/Family,2,Contact Owner
2022-07-07,2,32000,590,7 out of 12,2,"Saaga Mrunali CHS, Shantivan",Mumbai,1,Family,2,Contact Agent
2022-07-06,2,78000,600,14 out of 22,2,Andheri West,Mumbai,2,Bachelors/Family,2,Contact Agent
2022-05-25,4,280000,2500,24 out of 60,2,"Bombay Dyeing Two ICC, Dadar TT Circle",Mumbai,2,Bachelors/Family,6,Contact Agent
2022-07-06,2,45000,670,17 out of 22,2,Chembur,Mumbai,1,Bachelors/Family,2,Contact Agent
2022-06-09,2,65000,960,16 out of 38,2,"Dosti Ambrosia, Wadala East",Mumbai,2,Bachelors/Family,2,Contact Agent
2022-06-21,2,65000,1500,4 out of 4,1,in Sion,Mumbai,2,Bachelors/Family,3,Contact Owner
2022-06-08,1,35000,500,1 out of 5,1,Ghatkopar West,Mumbai,2,Bachelors/Family,1,Contact Owner
2022-05-28,3,90000,1120,8 out of 45,2,"DB Woods, Gokuldham",Mumbai,2,Family,2,Contact Agent
2022-05-27,4,250000,2729,20 out of 27,2,"L&T Emerald Isle, Powai",Mumbai,2,Bachelors,5,Contact Agent
2022-06-30,3,70000,3354,Ground out of 16,2,Talagatta Pura,Bangalore,2,Bachelors/Family,3,Contact Agent
2022-06-23,2,10500,800,3 out of 4,1,Nagappa Reddy layout-Dooravani Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-04,2,13000,1000,Ground out of 4,1,"Kattigenahalli, Bellary Road",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-04,2,17000,1040,4 out of 4,1,C V Raman Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-04,3,21000,1403,1 out of 4,1,"Chikkalasandra, Bangalore",Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-04,2,10000,600,3 out of 4,1,Talaghattapura,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-07-09,4,61500,2608,1 out of 4,2,Malleshwaram,Bangalore,2,Bachelors,3,Contact Agent
2022-05-11,2,13000,850,1 out of 3,2,"Ramaiah Layout, Kacharakanahalli",Bangalore,2,Family,2,Contact Agent
2022-06-04,1,7500,400,1 out of 2,1,Rajajinagar,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-04,2,17000,1000,3 out of 4,1,Padmanabha Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-23,3,25000,1350,5 out of 14,2,Kengeri Main Road,Bangalore,2,Bachelors,3,Contact Owner
2022-05-10,2,10500,800,1 out of 2,2,Ramamurthy Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-04,1,8000,350,3 out of 3,1,Thanisandra,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-10,1,9500,900,Ground out of 2,1,J P Nagar,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-07-06,3,50000,2000,1 out of 2,2,Bannerghatta Main Road,Bangalore,2,Bachelors/Family,3,Contact Agent
2022-05-09,2,13000,700,1 out of 4,1,"Vinayakanagar, Hebbal",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-20,1,13500,600,1 out of 4,1,venkatapuram,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-16,2,13000,700,Ground out of 1,2,"Vv Nagar, Bikasipura",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-02,1,15000,600,2 out of 4,1,C V Raman Nagar,Bangalore,2,Bachelors,1,Contact Agent
2022-05-10,2,15000,1400,Ground out of 1,1,Ramamurthy Nagar,Bangalore,2,Bachelors/Family,3,Contact Owner
2022-05-10,1,7000,600,Ground out of 3,1,Kacharakanahalli,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-10,2,25000,770,8 out of 32,1,Tumkur Road,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-25,2,17000,900,1 out of 2,2,Babusahib Palya,Bangalore,2,Family,2,Contact Owner
2022-06-23,1,7500,500,Ground out of 3,1,"Kumaraswamy Layout, Kumaraswamy Layout",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-27,2,15000,1100,1 out of 2,1,Nri Layout,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-27,1,7500,500,1 out of 2,1,"Balaji Layout -Hongasandra, Hongasandra",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-04-28,3,25000,1260,Ground out of 2,1,Vijaya Bank Layout,Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-30,3,54000,1750,2 out of 4,2,"Jaya Nagar Block 1, Jayanagar",Bangalore,2,Bachelors/Family,3,Contact Agent
2022-05-24,1,14500,600,1 out of 3,2,Maruthi Sevanagar,Bangalore,2,Bachelors,1,Contact Agent
2022-06-20,1,4500,450,Ground out of 3,1,Nelamangala,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-27,2,10500,800,3 out of 4,1,Yelahanka New Town,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-27,1,5500,400,Ground out of 2,1,Hongasandra,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-13,2,16000,600,1 out of 2,2,Girinagar,Bangalore,1,Bachelors,2,Contact Owner
2022-06-04,1,7000,400,Ground out of 2,1,T Dasarahalli,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-20,2,12500,900,Ground out of 3,1,Ramamurthy Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-08,2,10000,1200,Ground out of 4,1,Jogupalya,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-04,2,18000,1045,1 out of 2,2,Maruthi Sevanagar,Bangalore,2,Bachelors,2,Contact Owner
2022-05-02,3,28000,1021,10 out of 10,2,"Balaji Gardens Layout, Gottigere",Bangalore,2,Bachelors,3,Contact Owner
2022-06-17,3,12000,1200,Ground out of 4,1,in Bannerghatta Road,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-05-23,2,13000,1000,1 out of 3,2,"Electronic City Phase 2, Electronic City",Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-18,2,50000,1280,2 out of 12,2,Hebbal,Bangalore,2,Bachelors/Family,2,Contact Agent
2022-06-21,1,7000,450,1 out of 2,2,Jalahalli East,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-14,2,30000,450,2 out of 3,1,"Garebhavipalya, Hongasandra, Hosur Road",Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-08,1,10000,600,3 out of 4,1,Btm Layout Stage 4,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-04,2,15000,800,2 out of 3,1,Konanakunte,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-04,1,7500,500,2 out of 4,1,Basaveshwar Nagar,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-07-06,3,45000,1680,7 out of 19,1,"Jp Nagar Phase 7, J P Nagar",Bangalore,2,Bachelors/Family,3,Contact Agent
2022-07-06,3,65000,2000,23 out of 40,2,Hebbal,Bangalore,2,Bachelors,3,Contact Agent
2022-07-06,1,12000,500,1 out of 4,2,Koramangala Block 4,Bangalore,2,Bachelors,1,Contact Agent
2022-07-06,1,7000,500,2 out of 2,2,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,2,Bachelors,1,Contact Owner
2022-06-20,1,9000,800,2 out of 3,1,Mahadevapura,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-20,2,23000,1100,2 out of 3,1,Banaswadi,Bangalore,2,Family,2,Contact Owner
2022-06-20,2,30000,1200,3 out of 4,1,"Kalasipalyam, Kalasipalyam",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-27,1,8000,500,2 out of 3,2,"Tilak Nagar, Jayanagar, bannerghatta main Road",Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-12,2,16000,1155,3 out of 4,1,K R Puram,Bangalore,2,Family,2,Contact Owner
2022-06-21,1,7500,440,3 out of 4,1,Electronic City,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-18,2,20000,1040,1 out of 7,2,Sarjapur Road,Bangalore,2,Bachelors/Family,2,Contact Agent
2022-05-27,4,110000,2900,7 out of 18,2,whitefield,Bangalore,2,Bachelors,4,Contact Agent
2022-07-07,3,30000,1200,1 out of 2,1,Nagondanahalli,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-30,3,20000,1600,2 out of 3,1,"Isro Layout, Kumaraswamy Layout",Bangalore,2,Family,3,Contact Agent
2022-05-11,4,84000,3150,8 out of 19,2,Banashankari,Bangalore,1,Bachelors,4,Contact Owner
2022-06-08,2,17000,1000,2 out of 4,1,JAR Shikara,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-04,2,15000,1200,1 out of 2,1,Medahalli,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-26,1,6000,400,4 out of 5,1,"Electronic City Phase 2, Electronic City",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-16,2,16000,950,1 out of 1,2,Ramamurthy Nagar,Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-07,2,9500,530,1 out of 3,2,Byatarayanapura,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-16,1,8000,300,Ground out of 2,2,"Udayanagar Extension, Mahadevapura",Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-22,2,15000,1000,Ground out of 3,1,"Dwarka Nagar, Kattigenahalli",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-23,1,12000,450,3 out of 3,1,Btm Layout,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-06,1,10000,600,Ground out of 1,2,"Jeevan Bima Nagar, Airport Road",Bangalore,2,Bachelors,1,Contact Owner
2022-06-23,2,16000,1100,2 out of 4,1,"Jaya Nagar Block 7, Jayanagar",Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-30,1,11000,400,1 out of 4,1,Chamrajpet,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-30,2,11000,700,1 out of 2,1,"Hosa Road, off Hosur Road",Bangalore,1,Bachelors/Family,2,Contact Owner
2022-07-04,2,20000,1105,1 out of 4,1,"Electronics City Phase 1, Electronic City",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-04,3,24000,1430,3 out of 4,1,Subramanyapura,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-20,2,14500,850,2 out of 4,1,K R Puram,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-23,1,4000,650,1 out of 2,1,Byatarayanapura,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-23,2,12000,1200,Ground out of 2,1,Kempapura Agrahara,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-07-04,2,8500,600,1 out of 3,1,Vijayanagar,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-26,1,9000,400,2 out of 4,2,Munnekollal,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-27,4,180000,2800,Ground out of 4,2,"Sarakki Nagar, J P Nagar",Bangalore,2,Family,4,Contact Agent
2022-05-06,2,10500,1100,Ground out of 1,1,"Ananda Puram, Jeevan Bima Nagar",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-29,2,12000,900,1 out of 5,1,"Electronic City Phase 2, Electronic City",Bangalore,1,Bachelors,2,Contact Owner
2022-06-12,3,32000,1300,2 out of 4,1,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-25,2,15000,1000,Ground out of 1,1,Horamavu kelkkeri road,Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-24,3,21000,1000,1 out of 2,2,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-06,2,12000,900,Ground out of 1,2,Babusapalya,Bangalore,1,Bachelors/Family,2,Contact Agent
2022-06-06,1,7000,800,1 out of 1,2,Babusapalya,Bangalore,1,Bachelors/Family,1,Contact Agent
2022-05-12,2,15000,750,1 out of 3,1,Hutchins Road,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-05-10,2,11400,1100,2 out of 5,2,Nisarga capital appartment,Bangalore,1,Bachelors,2,Contact Owner
2022-04-28,2,15000,1200,1 out of 3,1,"Jp Nagar Phase 1, J P Nagar",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-20,2,19000,1000,Ground out of 2,2,"Rbi Layout, J P Nagar",Bangalore,2,Bachelors/Family,2,Contact Agent
2022-07-04,2,27000,1000,4 out of 4,2,"Hbr Layout Block 4, HBR Layout",Bangalore,2,Bachelors,2,Contact Agent
2022-05-18,3,48000,2000,2 out of 4,2,Frazer Town,Bangalore,2,Bachelors/Family,3,Contact Agent
2022-06-04,1,7000,550,1 out of 3,1,Chikkalasandra,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-12,2,15000,1130,Ground out of 4,1,whitefield,Bangalore,1,Family,2,Contact Owner
2022-06-27,2,10000,600,Ground out of 1,1,Abbigere,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-16,1,7000,100,1 out of 2,2,Chikkabanavara,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-20,2,9000,500,2 out of 5,1,"Meenakshi Layout, Kengeri",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-10,1,8000,600,Ground out of 3,1,Rajajinagar,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-31,2,35000,1200,1 out of 5,2,Mahatma Gandhi Road,Bangalore,2,Bachelors,2,Contact Agent
2022-05-31,2,16000,850,1 out of 2,1,Bilekahalli,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-27,1,4500,600,1 out of 4,1,Madanayakahalli,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-23,2,16000,600,1 out of 3,1,Sivanchetti Gardens,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-23,2,10000,700,1 out of 4,1,Nagavara,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-20,1,8000,400,1 out of 1,2,Hebbal,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-23,1,6000,400,3 out of 4,1,Thammenahalli Apartmentge,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-30,2,13000,1000,1 out of 2,2,Horamavu,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-20,2,10000,1200,Ground out of 4,1,K R Puram,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-14,3,55000,1603,6 out of 17,2,Magadi Road,Bangalore,2,Bachelors/Family,3,Contact Agent
2022-05-14,3,15000,1200,Ground out of 2,1,Bagalakunte,Bangalore,2,Family,3,Contact Owner
2022-07-07,1,12000,420,2 out of 5,2,"Murugeshpalya, Airport Road",Bangalore,2,Bachelors/Family,1,Contact Agent
2022-07-07,2,9000,1200,3 out of 4,1,Gottigere,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-07-07,3,36000,1771,10 out of 18,1,Gottigere,Bangalore,2,Bachelors/Family,3,Contact Agent
2022-06-16,3,37000,1200,2 out of 3,1,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-23,2,6000,700,1 out of 2,1,Ragavendra Industrial Estate,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-31,1,17000,610,10 out of 10,1,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-31,1,8000,800,3 out of 4,1,"Dooravani Nagar, Dooravani Nagar",Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-21,1,7500,550,2 out of 3,1,Hommadevanahalli,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-05-27,2,9500,750,1 out of 4,1,"Ms Palya, Vidyaranyapura",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-04,2,13500,700,1 out of 3,2,Mathikere,Bangalore,2,Bachelors,2,Contact Owner
2022-05-22,1,9000,600,2 out of 2,2,Ramamurthy Nagar,Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-20,1,7000,360,Ground out of 2,1,J P Nagar,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-08,2,12000,800,2 out of 4,1,"Btm Layout Stage 2, BTM Layout",Bangalore,1,Bachelors/Family,2,Contact Owner
2022-05-18,4,100000,3700,18 out of 22,2,"Sanjeevini Nagar, Hegganahalli",Bangalore,2,Bachelors/Family,5,Contact Agent
2022-07-08,2,12000,1200,1 out of 3,1,Electronic City,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-20,1,8500,480,2 out of 3,1,"Prakruthi Township, Hennur",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-07-01,2,18000,1000,Ground out of 3,1,"M C Layout, Vijayanagar, Magadi Road",Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-27,1,11000,800,Ground out of 3,1,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,2,Family,1,Contact Owner
2022-05-27,3,18000,900,2 out of 3,1,Rajajinagar,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-06-20,3,17000,1450,Ground out of 2,1,Rayasandra,Bangalore,2,Bachelors/Family,3,Contact Owner
2022-06-20,1,6500,400,Ground out of 3,1,Rajajinagar,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-05-18,2,11500,700,1 out of 2,1,Near coffee board layout,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-10,2,22000,1000,2 out of 6,2,Banaswadi,Bangalore,2,Bachelors/Family,2,Contact Agent
2022-05-16,1,13000,450,3 out of 3,2,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,2,Bachelors/Family,1,Contact Owner
2022-06-16,3,20000,773,2 out of 12,2,Mysore Road,Bangalore,2,Bachelors,2,Contact Agent
2022-05-27,2,10000,1200,1 out of 2,1,Kengeri,Bangalore,2,Bachelors/Family,2,Contact Owner
2022-05-27,2,15000,1000,2 out of 3,1,Begur Koppa Rd,Bangalore,1,Bachelors/Family,2,Contact Owner
2022-06-10,1,8000,150,2 out of 3,1,B.Narayanapura,Bangalore,1,Bachelors/Family,1,Contact Owner
2022-06-04,2,12000,865,1 out of 5,1,Ananth Nagar,Bangalore,2,Bachelors/Family,2,Contact Owner
